8948,1,C,1766298893.2207704
862,3,B,1766298895.456466
3031,3,A,1766298896.4157143
7127,1,B,1766298896.5773714
5948,1,B,1766298896.6184819
7454,2,D,1766298896.7198868
5424,2,C,1766298897.0096714
858,1,A,1766298898.4060326
187,3,B,1766298900.2521808
7943,2,A,1766298901.0724945
943,2,D,1766298901.096275
4649,1,D,1766298901.8277504
6780,3,D,1766298903.1862764
1055,2,D,1766298903.2274134
1281,2,C,1766298905.1943812
8594,1,B,1766298905.2799776
2255,2,C,1766298906.6781085
8215,1,D,1766298908.6142106
1873,2,C,1766298908.727106
8903,3,A,1766298909.1795897
3357,1,B,1766298909.5462394
9580,2,A,1766298910.543723
