2480,2,C,1766727594.3392065
2856,1,C,1766727594.882328
995,2,A,1766727603.1436036
1684,2,C,1766727605.8237474
6159,2,C,1766727607.1502848
8162,1,B,1766727608.2929626
6276,2,B,1766727608.9902263
3320,1,A,1766727609.874588
1716,2,C,1766727611.2938986
7237,1,B,1766727611.9489574
4553,2,C,1766727612.181477
2242,2,D,1766727614.6183708
1054,2,A,1766727618.438389
9776,2,A,1766727627.2490485
2811,1,D,1766727627.7106032
9035,2,D,1766727628.3295538
5641,1,C,1766727628.5502102
3839,2,D,1766727629.2918518
6229,2,D,1766727629.3534062
810,2,B,1766727630.0015457
381,2,B,1766727630.370371
5064,1,B,1766727634.4918113
1221,2,B,1766727635.2392588
3368,2,D,1766727637.5600014
2182,1,A,1766727638.7891426
3336,2,A,1766727640.529647
3569,1,B,1766727641.4337356
7341,1,B,1766728072.8171566
8159,1,A,1766728074.0126724
3134,1,C,1766728083.7135408
6811,1,B,1766728084.0321257
6587,1,D,1766728084.7136264
4355,1,D,1766728086.332087
439,1,B,1766728087.502646
585,1,C,1766728090.1625485
8895,1,D,1766728091.330253
6571,1,A,1766728093.001926
1729,1,B,1766728099.0594332
8644,1,B,1766728099.6916745
9400,1,D,1766728101.0378666
983,1,A,1766728101.5253725
8914,1,C,1766728180.6673756
5527,1,D,1766728180.6888444
9467,1,A,1766728180.8363361
2422,1,A,1766728181.9169228
5906,1,B,1766728182.1198893
3541,1,A,1766728182.3636346
1255,1,C,1766728185.6164205
4404,1,B,1766728186.8101463
5151,1,B,1766728187.5174158
8928,1,D,1766728190.0622728
8375,1,D,1766728191.0931869
9166,1,B,1766728191.1437092
4893,1,D,1766728192.3506634
7693,1,A,1766728192.7978163
5150,1,C,1766728196.0984943
5261,1,D,1766728196.2768228
523,1,D,1766728198.681745
2611,1,C,1766728381.9585078
398,1,D,1766728382.8886924
4391,1,B,1766728385.9603791
5273,1,B,1766728386.4976685
5015,1,A,1766728893.9584787
3316,1,D,1766728894.1443715
1873,1,A,1766728899.7094164
61,1,D,1766728900.0964963
5604,1,A,1766728901.469149
2026,1,B,1766728902.6208146
5102,1,B,1766728902.8410816
6074,1,C,1766728905.6808283
2865,1,D,1766729001.7734575
3327,1,A,1766729004.812488
4126,1,B,1766729008.621565
7639,1,A,1766729010.7220998
347,1,D,1766729011.312555
4052,1,D,1766729011.8862934
974,1,D,1766729012.189454
927,1,B,1766729012.6482985
3900,1,B,1766729015.918886
8965,1,D,1766729016.830517
8019,1,B,1766729019.9939795
4029,1,A,1766729020.1305742
9718,1,B,1766729248.5190344
3975,1,B,1766729250.8024766
5982,1,A,1766729251.1009347
4960,1,D,1766729258.7064626
2008,1,A,1766729259.1316836
350,1,A,1766729259.1401784
6694,1,D,1766729260.0304759
3129,1,D,1766729262.2908654
3521,1,B,1766729262.4353187
4343,1,D,1766729263.556997
567,1,D,1766729263.925115
8504,1,A,1766729264.9011443
5351,1,C,1766729265.7008567
7014,1,C,1766729265.8111308
9560,1,D,1766729916.875755
5332,1,D,1766729918.4973724
5879,1,C,1766729919.5592144
5412,1,C,1766729922.34029
498,1,C,1766729923.8795252
8907,1,D,1766729925.2717443
7892,1,D,1766729925.5001035
5706,1,C,1766729926.187842
6901,1,B,1766729931.1678505
8529,1,A,1766729931.3088934
3663,1,D,1766729931.6814752
7077,1,A,1766729931.9094417
7671,1,A,1766729932.3899379
8093,1,B,1766729932.7173605
9033,1,D,1766729935.9794364
1991,1,A,1766729936.310969
1894,1,B,1766729937.1907394
9656,1,D,1766729938.609029
9470,1,C,1766729939.309555
9391,1,B,1766729941.518827
815,1,C,1766729941.6041293
4712,1,C,1766729942.9984653
9959,1,A,1766729961.007353
3342,1,D,1766729964.481131
3699,1,D,1766729964.5218933
1744,1,D,1766729964.7736223
429,1,A,1766729966.50843
5496,1,A,1766729966.7863972
3611,1,B,1766729969.5172758
886,1,A,1766729972.5987654
4575,1,D,1766729974.3265471
5232,1,D,1766729976.1397452
3215,1,B,1766729976.9176173
6907,1,C,1766729979.092402
2176,1,A,1766729980.1561065
4677,1,D,1766729980.4107845
4276,1,A,1766729982.45156
7423,1,A,1766729982.921962
534,1,B,1766729983.9981632
7211,1,A,1766729985.028405
3143,1,D,1766731899.1936064
3180,1,C,1766731901.2225835
2870,1,D,1766731901.475828
5982,1,D,1766731901.7473543
2711,1,B,1766731905.4177856
8820,1,C,1766731906.7870274
8416,1,D,1766731907.016909
9624,1,D,1766731908.1985385
9357,1,C,1766731908.2750733
8961,1,A,1766732046.89185
2549,1,D,1766732047.4401557
8943,1,C,1766732049.1304789
324,1,D,1766732050.4624841
7672,1,C,1766732053.5005949
9387,1,D,1766732054.363719
7216,1,A,1766732055.7930858
8353,1,C,1766732056.3702025
8586,1,B,1766732056.9392252
4054,1,C,1766732057.7565744
4714,1,C,1766732059.4567895
3987,1,B,1766732059.9005742
1355,1,A,1766732060.2995183
444,1,A,1766732062.8499103
450,1,A,1766732063.3464208
6344,1,D,1766732063.5579345
1784,1,B,1766732064.084067
495,1,A,1766732064.0969694
2714,1,D,1766732066.090563
4987,1,C,1766732066.1382637
1858,1,A,1766732068.1016815
6739,1,B,1766732068.632497
276,1,A,1766732068.8403752
1340,1,C,1766732070.0329113
3209,1,D,1766732070.8066378
6263,1,D,1766732071.3333542
3954,1,C,1766732073.2688534
6755,1,B,1766732073.7312255
2059,1,B,1766732074.6479805
6795,1,D,1766732075.5345151
2268,1,D,1766732078.740537
7771,1,A,1766732080.1865063
6857,1,C,1766732080.4181974
3478,1,D,1766732081.060309
6568,1,A,1766732081.2301683
8247,1,A,1766732082.0428782
202,1,B,1766732082.5505006
7035,1,A,1766732086.1289005
4199,1,D,1766732086.531513
3851,1,B,1766732773.1595821
2645,1,A,1766732775.4587843
1563,1,B,1766732779.476229
7057,1,C,1766732779.8601866
3031,1,A,1766732780.3049805
5280,1,D,1766732780.4442387
6253,1,C,1766732781.8528552
8284,1,D,1766732782.2544277
4102,1,A,1766732782.9536414
3520,1,B,1766732786.3028731
3960,1,A,1766732948.1003647
2777,1,C,1766732948.8470726
7500,1,B,1766732949.7908213
6638,1,A,1766732951.2283149
4647,1,D,1766732952.0349488
6660,1,B,1766732952.8085253
8469,1,A,1766732953.9028592
261,1,A,1766732954.4668396
6349,1,A,1766732956.8114147
5041,1,D,1766732959.223201
1159,1,C,1766732959.510473
6200,1,D,1766732959.8991113
1162,1,B,1766732960.0347292
9544,1,B,1766732965.2983797
3829,1,D,1766732968.85434
2751,1,D,1766732969.5680914
4051,1,A,1766732971.0265238
4694,1,D,1766732977.765434
5206,1,A,1766732981.9566457
4514,1,C,1766732982.7414243
7938,1,C,1766732984.7977
2897,1,B,1766732985.3916109
5760,1,B,1766732985.9343112
9803,1,A,1766732986.1017628
7738,1,A,1766732988.2860942
6332,1,A,1766732992.0467844
3830,1,B,1766732995.2265716
6683,1,C,1766732996.751003
6483,1,A,1766732997.4621854
4231,1,A,1766732997.9389713
8114,1,C,1766732998.621139
2966,1,C,1766732998.6509032
6754,1,A,1766732999.460975
7676,1,B,1766733000.8163474
1063,1,B,1766733004.5694497
6839,1,C,1766733005.267992
5857,1,B,1766733007.6659753
1536,1,D,1766733008.5835981
9963,1,C,1766733008.8932707
3559,1,D,1766733009.3523667
9666,1,A,1766733009.4981267
2748,1,D,1766733011.2392526
2317,1,A,1766733011.7807617
4091,1,B,1766733013.0119655
1119,1,D,1766733014.0639677
9307,1,A,1766733014.260471
782,1,C,1766733014.3217924
6503,1,C,1766733014.468444
4419,1,C,1766733017.3635044
2781,1,B,1766733018.8425517
3481,1,B,1766733019.0948403
7630,1,B,1766733158.1228626
1354,1,B,1766733162.1014936
5400,1,C,1766733163.6212451
285,1,C,1766733163.9859848
7656,1,A,1766733165.3367333
208,1,B,1766733166.9182293
1298,1,B,1766733168.3267672
5304,1,A,1766733169.3934214
7713,1,B,1766733169.9464588
6697,1,A,1766733175.2139502
3481,1,A,1766733176.1019542
8754,1,B,1766733178.041072
3788,1,D,1766733178.3125725
235,1,C,1766733178.7069085
7490,1,C,1766733178.9940941
8254,1,D,1766733181.2922635
8133,1,A,1766733181.834598
5346,1,C,1766733183.0189424
2216,1,B,1766733184.5001934
5320,1,D,1766733185.202094
8824,1,B,1766733186.3644285
2514,1,A,1766733189.0382545
6950,1,A,1766733189.464599
1449,1,D,1766733191.0075078
8186,1,D,1766733191.556776
6171,1,C,1766733194.0443654
2981,1,C,1766733194.1814013
2598,1,D,1766733194.8953779
2311,1,C,1766733195.7892964
8470,1,B,1766733196.2710366
1568,1,B,1766733196.4257948
2354,1,D,1766733197.333739
4826,1,A,1766733198.1108224
4923,1,D,1766733199.6295683
573,1,B,1766733199.9779403
6028,1,D,1766733201.3379653
5710,1,D,1766733203.9460585
1753,1,B,1766733205.1429946
9176,1,C,1766733206.9676163
7600,1,C,1766733207.132716
2742,1,C,1766733207.1776488
2057,1,B,1766733207.5791075
4010,1,B,1766733208.4605753
37,1,B,1766733209.6855662
4074,1,D,1766733209.9521613
2336,1,A,1766733209.9854207
1242,1,A,1766733211.9422565
636,1,B,1766733212.0373173
7027,1,A,1766733213.0702832
5136,1,C,1766733215.9307659
2904,1,C,1766733216.2232432
5756,1,C,1766733216.274195
5528,1,C,1766733216.898438
9935,1,D,1766733221.5577302
4304,1,B,1766733221.7589815
6551,1,C,1766733223.6782951
226,1,D,1766733226.9143505
7324,1,D,1766733227.2423306
5950,1,B,1766733227.3805819
9631,1,D,1766733227.54028
3921,1,A,1766733228.7150998
7101,1,D,1766733230.1481073
1028,1,D,1766733232.02624
3120,1,B,1766733232.0794947
1749,1,C,1766733235.694411
3044,1,D,1766733237.58729
8304,1,C,1766733238.4447458
6250,1,B,1766733239.3225808
1727,1,D,1766733239.3414414
7694,1,A,1766733239.6675487
2380,1,C,1766733240.752735
5126,1,D,1766733244.54202
7967,1,C,1766733245.7397451
6510,1,B,1766733245.9990666
5621,1,A,1766733246.2310026
5120,1,A,1766733246.5247707
8380,1,B,1766733249.1371233
1235,1,C,1766733250.8585207
7188,1,D,1766733251.1418357
7118,1,B,1766733252.259209
6533,1,C,1766733252.577304
7415,1,B,1766733252.9687936
3902,1,A,1766733252.9939773
3316,1,C,1766733255.1300507
8586,1,D,1766733256.2103832
3550,1,C,1766733256.9768665
3435,1,C,1766733257.3965728
783,1,C,1766733258.5669515
5135,1,C,1766733258.7963834
6610,1,D,1766733261.7205515
1481,1,A,1766733261.9492328
2247,1,D,1766733264.5299907
707,1,C,1766733265.8895783
4101,1,D,1766733267.3195696
4842,1,C,1766733267.3453429
4224,1,A,1766733268.312116
2328,1,D,1766733269.6868749
